,gene_name,start,end_coord,strand,gene_product,COG_id,cog,uniprot,operon,tu_name,ncbi_protein,gene_name_extra,specific_gos_n,specific_gos
EQU24_RS14805,,3309072,3309303,1,DUF883 family protein,S,Function unknown,A0A4P9USL3,959,EQU24_RS14815 // EQU24_RS14810 // EQU24_RS14805,WP_017838755.1,||None,"ribosome binding
integral component of membrane",['ribosome binding' 'integral component of membrane']
EQU24_RS14810,,3309313,3309757,1,phage holin family protein,S,Function unknown,A0A4P9UPM0,959,EQU24_RS14815 // EQU24_RS14810 // EQU24_RS14805,WP_017838754.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS14815,,3309756,3310161,1,hypothetical protein,X,No COG annotation,A0A4P9US46,959,EQU24_RS14815 // EQU24_RS14810 // EQU24_RS14805,WP_017838753.1,||None,membrane,['membrane']
EQU24_RS14820,,3310196,3310418,-1,hypothetical protein,X,No COG annotation,A0A4P9UPP3,958,EQU24_RS14820,WP_017838752.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS14825,,3310724,3310874,-1,lmo0937 family membrane protein,X,No COG annotation,UPI00022CFA1C,957,EQU24_RS14825,WP_014149036.1,||None,,[]
EQU24_RS14830,,3310972,3311158,-1,CsbD family protein,X,No COG annotation,A0A4P9UUM3,956,EQU24_RS14830,WP_017838751.1,||None,,[]
EQU24_RS14835,infA,3311792,3312011,1,translation initiation factor IF-1,J,"Translation, ribosomal structure and biogenesis",A0A4P9UPZ6,955,infA,WP_014149038.1,infA||infA,"peptide biosynthetic process
amide biosynthetic process
translation
rRNA binding
macromolecule biosynthetic process","['peptide biosynthetic process' 'amide biosynthetic process' 'translation'
 'rRNA binding' 'macromolecule biosynthetic process']"
EQU24_RS14840,clpA,3312046,3314317,-1,ATP-dependent Clp protease ATP-binding subunit ClpA,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UPT0,954,clpS // clpA,WP_017838750.1,clpA||clpA,"ATP hydrolysis activity
ATP hydrolysis activity
nucleoside-triphosphatase activity
adenyl ribonucleotide binding
pyrophosphatase activity","['ATP hydrolysis activity' 'ATP hydrolysis activity'
 'nucleoside-triphosphatase activity' 'adenyl ribonucleotide binding'
 'pyrophosphatase activity']"
EQU24_RS14845,clpS,3314329,3314653,-1,ATP-dependent Clp protease adapter ClpS,S,Function unknown,A0A4P9UPN2,954,clpS // clpA,WP_017838749.1,clpS||clpS,"proteolysis
protein catabolic process
peptidase activity
chaperone binding
response to temperature stimulus","['proteolysis' 'protein catabolic process' 'peptidase activity'
 'chaperone binding' 'response to temperature stimulus']"
EQU24_RS14850,,3314787,3315246,1,NUDIX hydrolase,F,Nucleotide transport and metabolism,A0A4P9US88,953,mnmA // EQU24_RS14850,WP_017838748.1,||None,"thiamine-diphosphatase activity
nucleoside-triphosphatase activity
nucleoside-diphosphatase activity
pyrophosphatase activity
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","['thiamine-diphosphatase activity' 'nucleoside-triphosphatase activity'
 'nucleoside-diphosphatase activity' 'pyrophosphatase activity'
 'hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides']"
EQU24_RS14855,mnmA,3315242,3316394,1,tRNA 2-thiouridine(34) synthase MnmA,J,"Translation, ribosomal structure and biogenesis",A0A4P9USM0,953,mnmA // EQU24_RS14850,WP_017838747.1,mnmA||mnmA,"tRNA wobble position uridine thiolation
tRNA processing
tRNA wobble uridine modification
tRNA thio-modification
ncRNA processing","['tRNA wobble position uridine thiolation' 'tRNA processing'
 'tRNA wobble uridine modification' 'tRNA thio-modification'
 'ncRNA processing']"
EQU24_RS14860,purB,3316539,3317904,1,adenylosuccinate lyase,F,Nucleotide transport and metabolism,A0A4P9UPM7,952,purB,WP_017838746.1,purB||purB,"'de novo' AMP biosynthetic process
'de novo' IMP biosynthetic process
(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
cellular response to DNA damage stimulus","[""'de novo' AMP biosynthetic process"" ""'de novo' IMP biosynthetic process""
 '(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity'
 'N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity'
 'cellular response to DNA damage stimulus']"
EQU24_RS14865,ureG,3318233,3318854,-1,urease accessory protein UreG,K,Transcription,A0A4P9US55,951,ureG,WP_017838745.1,ureG||ureG,"GTPase activity
nickel cation binding
GTP binding
identical protein binding
cytoplasm","['GTPase activity' 'nickel cation binding' 'GTP binding'
 'identical protein binding' 'cytoplasm']"
EQU24_RS14870,,3318960,3319635,-1,urease accessory protein UreF,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UPQ2,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_017838744.1,||None,"nickel cation binding
cytoplasm
nitrogen compound metabolic process
metabolic process
biological_process","['nickel cation binding' 'cytoplasm' 'nitrogen compound metabolic process'
 'metabolic process' 'biological_process']"
EQU24_RS14875,ureE,3319624,3320056,-1,urease accessory protein UreE,O,"Post-translational modification, protein turnover, and chaperones",A0A4V1IK21,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_017838743.1,ureE||ureE,"nickel cation binding
protein-containing complex assembly
urea metabolic process
unfolded protein binding
cytoplasm","['nickel cation binding' 'protein-containing complex assembly'
 'urea metabolic process' 'unfolded protein binding' 'cytoplasm']"
EQU24_RS14880,ureC,3320060,3321764,-1,urease subunit alpha,E,Amino acid transport and metabolism,A0A4P9UUN6,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_017838742.1,ureC||ureC,"nickel cation binding
urease activity
urea catabolic process
cytoplasm","['nickel cation binding' 'urease activity' 'urea catabolic process'
 'cytoplasm']"
EQU24_RS14885,,3321756,3322077,-1,urease subunit beta,E,Amino acid transport and metabolism,A0A4P9UQ05,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_017838741.1,||None,"urease activity
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
urea catabolic process
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
cytoplasm","['urease activity'
 'hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides'
 'urea catabolic process'
 'hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds'
 'cytoplasm']"
EQU24_RS14890,ureA,3322085,3322388,-1,urease subunit gamma,E,Amino acid transport and metabolism,A0A4P9UPU9,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_014148249.1,ureA||ureA,"nickel cation binding
urease activity
urea catabolic process
cytoplasm","['nickel cation binding' 'urease activity' 'urea catabolic process'
 'cytoplasm']"
EQU24_RS14895,,3322416,3323265,-1,urease accessory protein UreD,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UPP1,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_017838740.1,||None,"nickel cation binding
nitrogen compound metabolic process
cytoplasm",['nickel cation binding' 'nitrogen compound metabolic process' 'cytoplasm']
EQU24_RS14900,,3323269,3323839,-1,HupE/UreJ family protein,O,"Post-translational modification, protein turnover, and chaperones",,950,EQU24_RS14900 // EQU24_RS14895 // ureA // EQU24_RS14885 // ureC // ureE // EQU24_RS14870,WP_017838739.1,||None,"plasma membrane
integral component of membrane
cell periphery
membrane
cellular_component","['plasma membrane' 'integral component of membrane' 'cell periphery'
 'membrane' 'cellular_component']"
EQU24_RS14910,,3324520,3325303,-1,ABC transporter ATP-binding protein,E,Amino acid transport and metabolism,A0A4P9USN0,948,urtB // urtC // urtD // EQU24_RS14910,WP_017838738.1,||None,"ATP hydrolysis activity
ATP binding",['ATP hydrolysis activity' 'ATP binding']
EQU24_RS14915,urtD,3325302,3326121,-1,urea ABC transporter ATP-binding protein UrtD,S,Function unknown,,948,urtB // urtC // urtD // EQU24_RS14910,WP_017838737.1,urtD||urtD,"ATP hydrolysis activity
ATP binding",['ATP hydrolysis activity' 'ATP binding']
EQU24_RS14920,urtC,3326117,3327224,-1,urea ABC transporter permease subunit UrtC,U,"Intracellular trafficking, secretion, and vesicular transport",A0A4P9US64,948,urtB // urtC // urtD // EQU24_RS14910,WP_040575254.1,urtC||urtC,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport","['plasma membrane' 'integral component of membrane'
 'transmembrane transporter activity' 'transmembrane transport']"
EQU24_RS14925,urtB,3327226,3328873,-1,urea ABC transporter permease subunit UrtB,U,"Intracellular trafficking, secretion, and vesicular transport",,948,urtB // urtC // urtD // EQU24_RS14910,WP_017838735.1,urtB||urtB,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport","['plasma membrane' 'integral component of membrane'
 'transmembrane transporter activity' 'transmembrane transport']"
EQU24_RS14930,,3328929,3329181,-1,hypothetical protein,X,No COG annotation,,947,EQU24_RS14930,,||,integral component of membrane,['integral component of membrane']
EQU24_RS14935,urtA,3329410,3330709,-1,urea ABC transporter substrate-binding protein,E,Amino acid transport and metabolism,A0A4V1IK22,946,EQU24_RS14940 // urtA,WP_017838734.1,urtA||urtA,,[]
EQU24_RS14940,,3330733,3331969,-1,hypothetical protein,S,Function unknown,A0A4P9UUP3,946,EQU24_RS14940 // urtA,WP_017838733.1,||None,,[]
EQU24_RS14945,,3332545,3333850,1,response regulator,T,Signal transduction mechanisms,A0A4P9UQ20,945,EQU24_RS14945,WP_017838732.1,||None,"phosphorylation
kinase activity
phosphorelay signal transduction system","['phosphorylation' 'kinase activity'
 'phosphorelay signal transduction system']"
EQU24_RS14950,,3334623,3335163,-1,response regulator,K,Transcription,A0A4P9UPW0,944,EQU24_RS14950,WP_017838731.1,||None,phosphorelay signal transduction system,['phosphorelay signal transduction system']
EQU24_RS14955,,3335479,3336196,1,hypothetical protein,X,No COG annotation,,943,EQU24_RS14955,WP_017838730.1,||None,,[]
EQU24_RS14960,,3336399,3337698,-1,transposase,L,"Replication, recombination and repair",UPI00110CA81F,942,EQU24_RS14960,WP_138767097.1,||None,"DNA binding
transposase activity
transposition, DNA-mediated","['DNA binding' 'transposase activity' 'transposition, DNA-mediated']"
EQU24_RS14965,galU,3337851,3338733,-1,UTP--glucose-1-phosphate uridylyltransferase GalU,M,Cell wall/membrane/envelope biogenesis,A0A4P9USA3,941,galU,WP_017838728.1,galU||galU,"UTP:glucose-1-phosphate uridylyltransferase activity
UDP-glucose metabolic process
biosynthetic process","['UTP:glucose-1-phosphate uridylyltransferase activity'
 'UDP-glucose metabolic process' 'biosynthetic process']"
EQU24_RS14970,,3339002,3340400,-1,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,G,Carbohydrate transport and metabolism,A0A4P9USP0,940,EQU24_RS14970,WP_017838726.1,||None,"mannose-1-phosphate guanylyltransferase activity
mannose-1-phosphate guanylyltransferase (GDP) activity
mannose-phosphate guanylyltransferase activity
guanylyltransferase activity
cellular polysaccharide biosynthetic process","['mannose-1-phosphate guanylyltransferase activity'
 'mannose-1-phosphate guanylyltransferase (GDP) activity'
 'mannose-phosphate guanylyltransferase activity'
 'guanylyltransferase activity'
 'cellular polysaccharide biosynthetic process']"
EQU24_RS14975,,3340712,3341678,1,hypothetical protein,S,Function unknown,A0A4P9UPP6,939,cysC // EQU24_RS14975,WP_017838725.1,||None,"exonuclease activity
nucleic acid phosphodiester bond hydrolysis
transferase activity","['exonuclease activity' 'nucleic acid phosphodiester bond hydrolysis'
 'transferase activity']"
EQU24_RS14980,cysC,3341698,3342310,1,adenylyl-sulfate kinase,F,Nucleotide transport and metabolism,A0A4P9US74,939,cysC // EQU24_RS14975,WP_014149195.1,cysC||cysC,"adenylylsulfate kinase activity
hydrogen sulfide biosynthetic process
phosphorylation
ATP binding
sulfate assimilation","['adenylylsulfate kinase activity' 'hydrogen sulfide biosynthetic process'
 'phosphorylation' 'ATP binding' 'sulfate assimilation']"
EQU24_RS14985,galE,3342929,3344012,-1,UDP-glucose 4-epimerase GalE,M,Cell wall/membrane/envelope biogenesis,,938,galE,WP_026129947.1,galE||galE,"galactose metabolic process
UDP-glucose 4-epimerase activity",['galactose metabolic process' 'UDP-glucose 4-epimerase activity']
EQU24_RS14990,,3344063,3345452,-1,TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase,M,Cell wall/membrane/envelope biogenesis,A0A4V1IK23,937,EQU24_RS14990,WP_017838723.1,||None,"undecaprenyl-phosphate galactose phosphotransferase activity
integral component of membrane","['undecaprenyl-phosphate galactose phosphotransferase activity'
 'integral component of membrane']"
EQU24_RS14995,,3345878,3346607,-1,trypsin-like serine protease,O,"Post-translational modification, protein turnover, and chaperones",,936,EQU24_RS14995,WP_235726359.1,||None,"proteolysis
peptidase activity
integral component of membrane",['proteolysis' 'peptidase activity' 'integral component of membrane']
EQU24_RS15000,,3347015,3347825,1,exosortase/archaeosortase family protein,X,No COG annotation,A0A4P9UUQ1,935,EQU24_RS15005 // EQU24_RS15000,WP_017838719.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15005,,3347826,3348447,1,hypothetical protein,X,No COG annotation,A0A4P9UQ24,935,EQU24_RS15005 // EQU24_RS15000,WP_017838718.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15010,,3349702,3350014,1,DUF2782 domain-containing protein,S,Function unknown,A0A4P9UW18,934,EQU24_RS15010,WP_040575385.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15015,,3350818,3351838,-1,transposase,L,"Replication, recombination and repair",A0A4P9UPW3,933,EQU24_RS15015,WP_017838715.1,||None,"DNA binding
transposase activity
transposition, DNA-mediated","['DNA binding' 'transposase activity' 'transposition, DNA-mediated']"
EQU24_RS15020,,3351935,3352130,-1,hypothetical protein,X,No COG annotation,UPI00110CA0CC,932,EQU24_RS15020,WP_138767186.1,||None,"DNA binding
transposase activity
transposition, DNA-mediated","['DNA binding' 'transposase activity' 'transposition, DNA-mediated']"
EQU24_RS15025,,3352742,3354479,1,DEAD/DEAH box helicase,J,"Translation, ribosomal structure and biogenesis",A0A4P9USB4,931,EQU24_RS15025,WP_017838713.1,||None,"ribosomal large subunit assembly
ATP hydrolysis activity
ribosome assembly
ATP hydrolysis activity
negative regulation of RNA catabolic process","['ribosomal large subunit assembly' 'ATP hydrolysis activity'
 'ribosome assembly' 'ATP hydrolysis activity'
 'negative regulation of RNA catabolic process']"
EQU24_RS15030,dnaQ,3354883,3355588,-1,DNA polymerase III subunit epsilon,L,"Replication, recombination and repair",UPI0003452304,930,EQU24_RS15035 // dnaQ,WP_017838712.1,dnaQ||dnaQ,"3'-5' exonuclease activity
DNA-templated DNA replication
DNA replication proofreading
DNA-templated DNA replication maintenance of fidelity
DNA biosynthetic process","[""3'-5' exonuclease activity"" 'DNA-templated DNA replication'
 'DNA replication proofreading'
 'DNA-templated DNA replication maintenance of fidelity'
 'DNA biosynthetic process']"
EQU24_RS15035,,3355602,3356286,-1,carboxylesterase,S,Function unknown,A0A4P9USQ0,930,EQU24_RS15035 // dnaQ,WP_017838711.1,||None,methyl indole-3-acetate esterase activity,['methyl indole-3-acetate esterase activity']
EQU24_RS15040,,3356364,3359718,-1,EAL domain-containing protein,T,Signal transduction mechanisms,A0A4P9UPQ5,929,EQU24_RS15050 // rnhA // EQU24_RS15040,WP_017838710.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15045,rnhA,3359714,3360158,-1,ribonuclease HI,L,"Replication, recombination and repair",A0A4P9US83,929,EQU24_RS15050 // rnhA // EQU24_RS15040,WP_017838709.1,rnhA||rnhA,"RNA phosphodiester bond hydrolysis, endonucleolytic
lagging strand elongation
RNA-DNA hybrid ribonuclease activity
DNA strand elongation involved in DNA replication
endoribonuclease activity, producing 5'-phosphomonoesters","['RNA phosphodiester bond hydrolysis, endonucleolytic'
 'lagging strand elongation' 'RNA-DNA hybrid ribonuclease activity'
 'DNA strand elongation involved in DNA replication'
 ""endoribonuclease activity, producing 5'-phosphomonoesters""]"
EQU24_RS15050,,3360150,3360867,-1,methyltransferase domain-containing protein,Q,"Secondary metabolites biosynthesis, transport, and catabolism",A0A4P9UPS7,929,EQU24_RS15050 // rnhA // EQU24_RS15040,WP_014149465.1,||None,"methyltransferase activity
methylation",['methyltransferase activity' 'methylation']
EQU24_RS15055,,3360956,3362573,1,LysM peptidoglycan-binding domain-containing protein,M,Cell wall/membrane/envelope biogenesis,A0A4V1IK24,928,EQU24_RS15055,WP_017838708.1,||None,"peptidoglycan metabolic process
positive regulation of oxidoreductase activity
regulation of oxidoreductase activity
positive regulation of catalytic activity
lytic endotransglycosylase activity","['peptidoglycan metabolic process'
 'positive regulation of oxidoreductase activity'
 'regulation of oxidoreductase activity'
 'positive regulation of catalytic activity'
 'lytic endotransglycosylase activity']"
EQU24_RS15060,,3362629,3364243,-1,ABC transporter ATP-binding protein,P,Inorganic ion transport and metabolism,A0A4P9UUR2,927,EQU24_RS15075 // EQU24_RS15070 // EQU24_RS15065 // EQU24_RS15060,WP_017838707.1,||None,"ATP hydrolysis activity
ATP binding
peptide transport",['ATP hydrolysis activity' 'ATP binding' 'peptide transport']
EQU24_RS15065,,3364239,3365574,-1,ABC transporter permease,P,Inorganic ion transport and metabolism,UPI00034A8938,927,EQU24_RS15075 // EQU24_RS15070 // EQU24_RS15065 // EQU24_RS15060,WP_017838706.1,||None,"plasma membrane
integral component of membrane
transmembrane transport","['plasma membrane' 'integral component of membrane'
 'transmembrane transport']"
EQU24_RS15070,,3365570,3366551,-1,ABC transporter permease,P,Inorganic ion transport and metabolism,A0A4P9UPX0,927,EQU24_RS15075 // EQU24_RS15070 // EQU24_RS15065 // EQU24_RS15060,WP_017838705.1,||None,"plasma membrane
integral component of membrane
transmembrane transport","['plasma membrane' 'integral component of membrane'
 'transmembrane transport']"
EQU24_RS15075,,3366586,3368761,-1,peptide ABC transporter substrate-binding protein,E,Amino acid transport and metabolism,,927,EQU24_RS15075 // EQU24_RS15070 // EQU24_RS15065 // EQU24_RS15060,WP_017838704.1,||None,"ATP-binding cassette (ABC) transporter complex
transmembrane transport","['ATP-binding cassette (ABC) transporter complex'
 'transmembrane transport']"
EQU24_RS15080,,3369051,3369834,1,SDR family oxidoreductase,I,Lipid transport and metabolism,A0A4P9USC4,926,EQU24_RS15080,WP_014149471.1,||None,"protein homotetramerization
protein tetramerization
protein homooligomerization
fatty acid elongation
monocarboxylic acid metabolic process","['protein homotetramerization' 'protein tetramerization'
 'protein homooligomerization' 'fatty acid elongation'
 'monocarboxylic acid metabolic process']"
EQU24_RS15085,,3369952,3371815,-1,peptidyl-prolyl cis-trans isomerase,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9USQ9,925,EQU24_RS15085,WP_017838703.1,||None,"protein peptidyl-prolyl isomerization
integral component of external side of plasma membrane
intrinsic component of external side of plasma membrane
integral component of plasma membrane
integral component of membrane","['protein peptidyl-prolyl isomerization'
 'integral component of external side of plasma membrane'
 'intrinsic component of external side of plasma membrane'
 'integral component of plasma membrane' 'integral component of membrane']"
EQU24_RS15090,,3372700,3372777,-1,,X,No COG annotation,,924,EQU24_RS15100 // EQU24_RS15095 // EQU24_RS15090,,||,,[]
EQU24_RS15095,,3372785,3372861,-1,,X,No COG annotation,,924,EQU24_RS15100 // EQU24_RS15095 // EQU24_RS15090,,||,,[]
EQU24_RS15100,,3372874,3373147,-1,HU family DNA-binding protein,L,"Replication, recombination and repair",A0A4P9UPR4,924,EQU24_RS15100 // EQU24_RS15095 // EQU24_RS15090,WP_014149474.1,||None,"transcription, DNA-templated
regulation of nucleic acid-templated transcription
nucleic acid-templated transcription
chromosome condensation
regulation of RNA biosynthetic process","['transcription, DNA-templated'
 'regulation of nucleic acid-templated transcription'
 'nucleic acid-templated transcription' 'chromosome condensation'
 'regulation of RNA biosynthetic process']"
EQU24_RS15105,,3373329,3375747,-1,endopeptidase La,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9US99,923,EQU24_RS15105,WP_017838702.1,||lon,"ATP hydrolysis activity
ATP hydrolysis activity
nucleoside-triphosphatase activity
protein quality control for misfolded or incompletely synthesized proteins
sequence-specific DNA binding","['ATP hydrolysis activity' 'ATP hydrolysis activity'
 'nucleoside-triphosphatase activity'
 'protein quality control for misfolded or incompletely synthesized proteins'
 'sequence-specific DNA binding']"
EQU24_RS15110,clpX,3376056,3377328,-1,ATP-dependent Clp protease ATP-binding subunit ClpX,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UPT4,660,clpX,WP_017838701.1,clpX||clpX,"negative regulation of protein polymerization
ATP hydrolysis activity
ATP hydrolysis activity
negative regulation of protein-containing complex assembly
protein denaturation","['negative regulation of protein polymerization' 'ATP hydrolysis activity'
 'ATP hydrolysis activity'
 'negative regulation of protein-containing complex assembly'
 'protein denaturation']"
EQU24_RS15115,clpP,3377411,3378029,-1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,O,"Post-translational modification, protein turnover, and chaperones",,922,clpP,WP_017838700.1,clpP||clpP,"ATP hydrolysis activity
ATP hydrolysis activity
nucleoside-triphosphatase activity
protein quality control for misfolded or incompletely synthesized proteins
serine-type endopeptidase activity","['ATP hydrolysis activity' 'ATP hydrolysis activity'
 'nucleoside-triphosphatase activity'
 'protein quality control for misfolded or incompletely synthesized proteins'
 'serine-type endopeptidase activity']"
EQU24_RS15120,,3378077,3379373,-1,trigger factor,D,"Cell cycle control, cell division, chromosome partitioning",A0A4V1IK25,921,EQU24_RS15120,WP_017838699.1,||tig,"protein peptidyl-prolyl isomerization
peptidyl-proline modification
peptidyl-amino acid modification
cellular protein modification process
protein transport","['protein peptidyl-prolyl isomerization' 'peptidyl-proline modification'
 'peptidyl-amino acid modification'
 'cellular protein modification process' 'protein transport']"
EQU24_RS15125,,3379487,3379572,-1,,X,No COG annotation,,920,EQU24_RS15125,,||,,[]
EQU24_RS15130,,3379956,3381558,1,hypothetical protein,S,Function unknown,,919,EQU24_RS15130,WP_017838698.1,||None,protein binding,['protein binding']
EQU24_RS15135,,3382062,3382248,1,hypothetical protein,X,No COG annotation,,918,EQU24_RS15140 // EQU24_RS15135,,||,integral component of membrane,['integral component of membrane']
EQU24_RS15140,,3382210,3382624,1,GFA family protein,S,Function unknown,A0A4P9UQ44,918,EQU24_RS15140 // EQU24_RS15135,WP_017838695.1,||None,carbon-sulfur lyase activity,['carbon-sulfur lyase activity']
EQU24_RS15145,norR,3382931,3384455,-1,nitric oxide reductase transcriptional regulator NorR,K,Transcription,A0A4P9UPX6,917,norR,WP_017838694.1,norR||norR,"regulation of transcription, DNA-templated
ATP binding
sequence-specific DNA binding
transcription factor binding","['regulation of transcription, DNA-templated' 'ATP binding'
 'sequence-specific DNA binding' 'transcription factor binding']"
EQU24_RS15150,,3384817,3385819,1,hypothetical protein,X,No COG annotation,A0A4P9UPS4,916,EQU24_RS15150,WP_017838693.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15155,,3386052,3387633,1,DHA2 family efflux MFS transporter permease subunit,P,Inorganic ion transport and metabolism,A0A4P9USD2,915,EQU24_RS15165 // EQU24_RS15160 // EQU24_RS15155,WP_017838692.1,||None,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport","['plasma membrane' 'integral component of membrane'
 'transmembrane transporter activity' 'transmembrane transport']"
EQU24_RS15160,,3387629,3389084,1,efflux transporter outer membrane subunit,M,Cell wall/membrane/envelope biogenesis,A0A4P9USR8,915,EQU24_RS15165 // EQU24_RS15160 // EQU24_RS15155,WP_017838691.1,||None,"amide transport
nitrogen compound transport
sulfathiazole transmembrane transporter activity
sulfathiazole transmembrane transport
organic substance transport","['amide transport' 'nitrogen compound transport'
 'sulfathiazole transmembrane transporter activity'
 'sulfathiazole transmembrane transport' 'organic substance transport']"
EQU24_RS15165,,3389080,3390271,1,HlyD family efflux transporter periplasmic adaptor subunit,V,Defense mechanisms,A0A4P9UPS3,915,EQU24_RS15165 // EQU24_RS15160 // EQU24_RS15155,WP_017838690.1,||None,"intrinsic component of periplasmic side of plasma membrane
intrinsic component of external side of plasma membrane
cellular response to DNA damage stimulus
periplasmic side of plasma membrane
cellular response to stress","['intrinsic component of periplasmic side of plasma membrane'
 'intrinsic component of external side of plasma membrane'
 'cellular response to DNA damage stimulus'
 'periplasmic side of plasma membrane' 'cellular response to stress']"
EQU24_RS15170,,3391051,3392350,-1,adenylosuccinate synthase,F,Nucleotide transport and metabolism,,914,EQU24_RS15175 // EQU24_RS15170,WP_244310913.1,||None,"'de novo' AMP biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
adenosine biosynthetic process
AMP biosynthetic process
AMP metabolic process","[""'de novo' AMP biosynthetic process""
 'purine ribonucleoside monophosphate biosynthetic process'
 'adenosine biosynthetic process' 'AMP biosynthetic process'
 'AMP metabolic process']"
EQU24_RS15175,,3392362,3393553,-1,ATP phosphoribosyltransferase regulatory subunit,E,Amino acid transport and metabolism,A0A4P9UPT9,914,EQU24_RS15175 // EQU24_RS15170,WP_017838688.1,||None,"histidine biosynthetic process
glycosyltransferase activity
ligase activity
cytoplasm","['histidine biosynthetic process' 'glycosyltransferase activity'
 'ligase activity' 'cytoplasm']"
EQU24_RS15180,hflC,3393651,3394509,-1,protease modulator HflC,O,"Post-translational modification, protein turnover, and chaperones",A0A4V1IK26,913,hflK // hflC,WP_017838687.1,hflC||hflC,"integral component of external side of plasma membrane
regulation of peptidase activity
intrinsic component of external side of plasma membrane
integral component of plasma membrane
negative regulation of catalytic activity","['integral component of external side of plasma membrane'
 'regulation of peptidase activity'
 'intrinsic component of external side of plasma membrane'
 'integral component of plasma membrane'
 'negative regulation of catalytic activity']"
EQU24_RS15185,hflK,3394508,3395696,-1,FtsH protease activity modulator HflK,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UUS7,913,hflK // hflC,WP_017838686.1,hflK||hflK,"integral component of external side of plasma membrane
negative regulation of catalytic activity
proteolysis
integral component of plasma membrane
intrinsic component of external side of plasma membrane","['integral component of external side of plasma membrane'
 'negative regulation of catalytic activity' 'proteolysis'
 'integral component of plasma membrane'
 'intrinsic component of external side of plasma membrane']"
EQU24_RS15190,hflX,3396001,3397264,-1,GTPase HflX,S,Function unknown,A0A4P9UQ51,912,hfq // hflX,WP_017838684.1,hflX||hflX,"peptidyl-serine autophosphorylation
GTPase activity
ATP hydrolysis activity
peptidyl-serine modification
protein autophosphorylation","['peptidyl-serine autophosphorylation' 'GTPase activity'
 'ATP hydrolysis activity' 'peptidyl-serine modification'
 'protein autophosphorylation']"
EQU24_RS15195,hfq,3397283,3397523,-1,RNA chaperone Hfq,J,"Translation, ribosomal structure and biogenesis",A0A4P9UPY2,912,hfq // hflX,WP_014149491.1,hfq||hfq,"sRNA-mediated gene silencing
post-transcriptional gene silencing by RNA
global gene silencing by mRNA cleavage
positive regulation of translation, ncRNA-mediated
post-transcriptional gene silencing by RNA","['sRNA-mediated gene silencing'
 'post-transcriptional gene silencing by RNA'
 'global gene silencing by mRNA cleavage'
 'positive regulation of translation, ncRNA-mediated'
 'post-transcriptional gene silencing by RNA']"
EQU24_RS15200,,3397773,3398325,-1,hypothetical protein,X,No COG annotation,UPI000348C6D2,911,EQU24_RS15200,WP_138767188.1,||None,"cell outer membrane
integral component of membrane
membrane",['cell outer membrane' 'integral component of membrane' 'membrane']
